Service Request (SR) Number,SR Type Code,SR Description,Owning Department,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile,Calculated Council District
14-00103791,SIGNTRA1,Sign - Traffic Sign Maintenance,Transportation,Phone,New,05/30/2014 10:36:47 AM,05/30/2014 10:36:47 AM,05/30/2014 10:36:47 AM,,"2600 WEBBERVILLE RD, AUSTIN, TX",2600,WEBBERVILLE,AUSTIN,78702,TRAVIS,3123828.91570414,10069170.5940008,30.26310208,-97.71278988,"(30.26310208, -97.71278988)",1,585Z,MK22,1
14-00103790,PWSIDEWL,Sidewalk/Curb Ramp/Route - NEW,Public Works,Phone,New,05/30/2014 10:36:07 AM,05/30/2014 10:36:07 AM,05/30/2014 10:36:07 AM,,"S 1ST ST & TAFT LN, AUSTIN, TX",,S 1ST ST & TAFT LN,AUSTIN,78748,TRAVIS,3096904.51000001,10032233.84,30.16328337,-97.80071429,"(30.16328337, -97.80071429)",5,673V,MF13,5
14-00103788,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,05/30/2014 10:33:37 AM,05/30/2014 10:33:37 AM,05/30/2014 10:33:37 AM,,"744 W WILLIAM CANNON DR, AUSTIN, TX",744,WILLIAM CANNON,AUSTIN,78745,TRAVIS,3100097.91340217,10044941.7393978,30.19801522,-97.78969289,"(30.19801522, -97.78969289)",2,644S,MG16,2
14-00103786,TRASIGNE,Traffic Signal - New/Change,Transportation,Phone,New,05/30/2014 10:30:55 AM,05/30/2014 10:30:55 AM,05/30/2014 10:30:55 AM,,"S 1ST ST & TAFT LN, AUSTIN, TX",,S 1ST ST & TAFT LN,AUSTIN,78748,TRAVIS,3096904.51000001,10032233.84,30.16328337,-97.80071429,"(30.16328337, -97.80071429)",5,673V,MF13,5
14-00103694,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,Closed,05/30/2014 11:28:01 AM,05/30/2014 08:54:42 AM,05/30/2014 10:30:08 AM,05/30/2014 11:28:01 AM,"8901 WESTMINSTER GLEN AVE, AUSTIN, TX",8901,WESTMINSTER GLEN,AUSTIN,78730,TRAVIS,3084573.63608266,10104077.7386465,30.36154066,-97.83461626,"(30.36154066, -97.83461626)",10,522D,MD30,10
14-00103030,ACFOUND,Found Animal - Pick Up,Animal Services Office,Phone,Closed,05/30/2014 11:28:01 AM,05/29/2014 12:45:20 PM,05/30/2014 10:30:07 AM,05/30/2014 11:28:01 AM,"8901 WESTMINSTER GLEN AVE, AUSTIN, TX",8901,WESTMINSTER GLEN,AUSTIN,78730,TRAVIS,3084573.63608266,10104077.7386465,30.36154066,-97.83461626,"(30.36154066, -97.83461626)",10,522D,MD30,10
14-00103777,TRASIGMA,Traffic Signal - Maintenance,Transportation,Phone,Closed,05/30/2014 10:28:30 AM,05/30/2014 10:23:35 AM,05/30/2014 10:28:30 AM,05/30/2014 10:28:30 AM,"N LAMAR BLVD &W 45TH ST, AUSTIN, TX",,N LAMAR BLVD &W 45TH ST,AUSTIN,78756,TRAVIS,3115570.26000001,10087297.32,30.31346188,-97.73760241,"(30.31346188, -97.73760241)",10,555P,MJ26,10
14-00103781,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/30/2014 10:26:37 AM,05/30/2014 10:26:37 AM,05/30/2014 10:26:37 AM,,"108 PROVINES DR, AUSTIN, TX",108,PROVINES,AUSTIN,78753,TRAVIS,3131562.52165705,10110061.3533333,30.37500021,-97.68521763,"(30.37500021, -97.68521763)",4,496U,MM31,4
14-00103719,SBDEBROW,Debris in Street,Public Works,Phone,Open,05/30/2014 10:26:12 AM,05/30/2014 09:22:40 AM,05/30/2014 10:26:30 AM,,"W 29TH ST &N LAMAR BLVD, AUSTIN, TX",,W 29TH ST &N LAMAR BLVD,AUSTIN,78705,TRAVIS,3112269.22,10081644.34,30.29813401,-97.74847733,"(30.29813401, -97.74847733)",9,555W,MJ25,9
14-00103775,CONCERNS,Concerns in the ROW,Transportation,Phone,New,05/30/2014 10:23:05 AM,05/30/2014 10:23:05 AM,05/30/2014 10:26:13 AM,,"CLAWSON RD & GRAYFORD DR, AUSTIN, TX",,CLAWSON RD & GRAYFORD DR,AUSTIN,78704,TRAVIS,3102188.75,10057254,30.23172824,-97.78218266,"(30.23172824, -97.78218266)",5,614W,MG19,5
14-00103770,HHSGRAFF,Graffiti Abatement,Health & Human Services,Phone,New,05/30/2014 10:18:37 AM,05/30/2014 10:18:37 AM,05/30/2014 10:18:37 AM,,"9700 WEST GATE BLVD, AUSTIN, TX",9700,WEST GATE,AUSTIN,78748,TRAVIS,3084372.28023636,10038738.6260984,30.18194253,-97.83989787,"(30.18194253, -97.83989787)",5,672H,MD15,5
14-00103767,TRASIGNE,Traffic Signal - New/Change,Transportation,Phone,New,05/30/2014 10:17:01 AM,05/30/2014 10:17:01 AM,05/30/2014 10:17:01 AM,,"9201 N MOPAC EXPY SVRD NB, AUSTIN, TX",9201,MOPAC EXPY,AUSTIN,78758,TRAVIS,3115656.34050559,10111808.1831495,30.38083313,-97.73551581,"(30.38083313, -97.73551581)",7,495P,MJ32,7
14-00101257,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 10:16:44 AM,05/27/2014 10:12:46 AM,05/30/2014 10:16:45 AM,05/30/2014 10:16:44 AM,"5507 SALEM HILL DR, AUSTIN, TX",5507,SALEM HILL,AUSTIN,78745,TRAVIS,3100565.43938583,10050236.4951214,30.21254035,-97.78782991,"(30.21254035, -97.78782991)",2,644J,MG17,2
14-00101395,COCSTRSA,Code Compliance - Short Term Rental (STR) Appointment,Code Compliance,Phone,Closed,05/30/2014 10:14:51 AM,05/27/2014 12:27:52 PM,05/30/2014 10:14:51 AM,05/30/2014 10:14:51 AM,"1706 CANTERBURY ST, AUSTIN, TX",1706,CANTERBURY,AUSTIN,78702,TRAVIS,3119316.03646902,10066486.3163916,30.25601494,-97.72727967,"(30.25601494, -97.72727967)",3,615G,MK21,3
14-00103759,SBBARREQ,Barricade Request,Public Works,Phone,Open,05/30/2014 10:11:32 AM,05/30/2014 10:08:09 AM,05/30/2014 10:11:49 AM,,"900 W CESAR CHAVEZ ST, AUSTIN, TX",900,CESAR CHAVEZ,AUSTIN,78703,TRAVIS,3110382.59797791,10070076.6263348,30.26645644,-97.75530316,"(30.26645644, -97.75530316)",9,584Z,MH22,9
14-00101593,CODECOMP,Code Compliance,Code Compliance,Web,Closed,05/30/2014 10:11:16 AM,05/27/2014 04:25:55 PM,05/30/2014 10:11:17 AM,05/30/2014 10:11:16 AM,"ROTHERHAM DR & BARONETS TRL, AUSTIN, TX 78753",,ROTHERHAM DR & BARONETS TRL,AUSTIN,78753,TRAVIS,3140417.72,10113084.7,30.38272819,-97.65691372,"(30.38272819, -97.65691372)",1,497N,MN32,1
14-00101401,CODECOMP,Code Compliance,Code Compliance,Web,Closed,05/30/2014 10:11:15 AM,05/27/2014 12:38:59 PM,05/30/2014 10:11:15 AM,05/30/2014 10:11:15 AM,"214 CLEARDAY DR, AUSTIN, TX 78745",214,CLEARDAY,AUSTIN,78745,TRAVIS,3102484,10043072,30.19272536,-97.78227775,"(30.19272536, -97.78227775)",2,644W,MG16,2
14-00042063,PRGRDPLB,Park Maintenance - Grounds Plumbing Issues,Parks & Recreation Department,Phone,Closed,05/30/2014 10:09:42 AM,03/11/2014 04:02:46 PM,05/30/2014 10:09:42 AM,05/30/2014 10:09:42 AM,"12138 N LAMAR BLVD, AUSTIN, TX",12138,LAMAR,AUSTIN,78758,TRAVIS,0,0,3.442386682,-105.9831947,"(3.442386682, -105.9831947)",,496C,MM33,
14-00103690,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Open,05/30/2014 10:08:28 AM,05/30/2014 08:51:38 AM,05/30/2014 10:08:37 AM,,"10713 LANSHIRE DR, AUSTIN, TX",10713,LANSHIRE,AUSTIN,78758,TRAVIS,3124639.75,10113683,30.38540675,-97.7068937,"(30.38540675, -97.7068937)",4,496N,ML32,4
14-00102069,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 10:06:46 AM,05/28/2014 10:57:07 AM,05/30/2014 10:06:46 AM,05/30/2014 10:06:46 AM,"5213 WASSON RD, AUSTIN, TX",5213,WASSON,AUSTIN,78745,TRAVIS,3105743.76340049,10048729.9974375,30.20807238,-97.77155032,"(30.20807238, -97.77155032)",3,644P,MG17,3
14-00103756,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/30/2014 10:05:41 AM,05/30/2014 10:05:41 AM,05/30/2014 10:05:41 AM,,"6700 ASHLAND DR, AUSTIN, TX",6700,ASHLAND,AUSTIN,78723,TRAVIS,3138841.50123912,10086155.3764047,30.30880876,-97.66396034,"(30.30880876, -97.66396034)",1,557N,MN26,1
14-00103617,COAACBAT,Bat Complaint,Animal Services Office,Phone,Closed,05/30/2014 11:02:59 AM,05/30/2014 07:08:26 AM,05/30/2014 10:05:05 AM,05/30/2014 11:02:59 AM,"4000 N IH 35 SB, AUSTIN, TX",4000,35,AUSTIN,78751,TRAVIS,3121834.13684889,10081595.3839862,30.2973848,-97.71818148,"(30.2973848, -97.71818148)",9,555Z,MK25,9
14-00103754,TRASIGMA,Traffic Signal - Maintenance,Transportation,Phone,Duplicate (open),05/30/2014 10:04:33 AM,05/30/2014 10:04:33 AM,05/30/2014 10:04:33 AM,,"9200 S MOPAC EXPY NB, AUSTIN, TX",9200,MOPAC EXPY NB,AUSTIN,78749,TRAVIS,3076073.85927662,10045217.9613684,30.20026226,-97.86569974,"(30.20026226, -97.86569974)",8,642S,MC16,8
14-00103665,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Open,05/30/2014 10:04:11 AM,05/30/2014 08:14:02 AM,05/30/2014 10:04:21 AM,,"3300 W 35TH ST, AUSTIN, TX",3300,35TH,AUSTIN,78731,TRAVIS,3105639.57856502,10087463.721875,30.31455253,-97.76905374,"(30.31455253, -97.76905374)",10,554Q,MH26,10
14-00102046,CODECOMP,Code Compliance,Code Compliance,Web,Closed,05/30/2014 10:04:02 AM,05/28/2014 10:29:51 AM,05/30/2014 10:04:03 AM,05/30/2014 10:04:02 AM,"5813 BREEZEWOOD DR, AUSTIN, TX 78745",5813,BREEZEWOOD,AUSTIN,78745,TRAVIS,3103444.25,10047008,30.20348425,-97.77895313,"(30.20348425, -97.77895313)",2,644P,MG17,2
14-00103753,COAACDD,Dangerous/Vicious Dog Investigation,Animal Services Office,Phone,Open,05/30/2014 10:01:45 AM,05/30/2014 10:01:45 AM,05/30/2014 10:01:45 AM,,"2602 DE SOTO DR, AUSTIN, TX",2602,DE SOTO,AUSTIN,78733,TRAVIS,3077258.22551311,10098347.1492504,30.34623739,-97.85820998,"(30.34623739, -97.85820998)",,522P,MC29,
14-00103663,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Open,05/30/2014 10:01:16 AM,05/30/2014 08:11:25 AM,05/30/2014 10:01:32 AM,,"3300 FOOTHILL DR, AUSTIN, TX",3300,FOOTHILL,AUSTIN,78731,TRAVIS,3105667.36243178,10087464.6780431,30.3145534,-97.76896564,"(30.3145534, -97.76896564)",10,554Q,MH26,10
14-00103749,PRMTPOOL,Park Maintenance - Pool Issues,Parks & Recreation Department,Phone,Closed,05/30/2014 10:00:15 AM,05/30/2014 09:54:46 AM,05/30/2014 10:00:16 AM,05/30/2014 10:00:15 AM,"1100 BRODIE ST, AUSTIN, TX",1100,BRODIE,AUSTIN,78704,TRAVIS,3107739.22472287,10062997.4754979,30.24716503,-97.76419194,"(30.24716503, -97.76419194)",9,614L,MH20,9
14-00018354,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,05/30/2014 10:57:58 AM,01/31/2014 12:45:07 PM,05/30/2014 10:00:05 AM,05/30/2014 10:57:58 AM,"3110 CALEB DR, AUSTIN, TX",3110,CALEB,AUSTIN,78725,TRAVIS,3162925.50464548,10057806.2803278,30.22927247,-97.58987672,"(30.22927247, -97.58987672)",,618Z,MR19,
14-00103625,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Open,05/30/2014 09:59:31 AM,05/30/2014 07:24:37 AM,05/30/2014 09:59:41 AM,,"NORTHDALE DR & TANNEHILL LN, AUSTIN, TX",,NORTHDALE DR & TANNEHILL LN,AUSTIN,78723,TRAVIS,3137661.75,10078594,30.28810177,-97.66827191,"(30.28810177, -97.66827191)",1,586H,MM24,1
14-00102034,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:59:37 AM,05/28/2014 10:15:47 AM,05/30/2014 09:59:37 AM,05/30/2014 09:59:37 AM,"4019 KANDY DR, AUSTIN, TX",4019,KANDY,AUSTIN,78749,TRAVIS,3083638.95310107,10049334.6849459,30.21111505,-97.84146701,"(30.21111505, -97.84146701)",8,642M,MD17,8
14-00103752,TRAFFI10,Traffic Signal - Dig Tess Request,Transportation,Phone,Open,05/30/2014 09:59:22 AM,05/30/2014 09:59:22 AM,05/30/2014 09:59:22 AM,,"2215 POST RD, AUSTIN, TX",2215,POST,AUSTIN,78704,TRAVIS,3111635.38184958,10060720.5341058,30.24065808,-97.75202354,"(30.24065808, -97.75202354)",9,614R,MH20,9
14-00103581,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Open,05/30/2014 09:57:30 AM,05/30/2014 12:08:39 AM,05/30/2014 09:57:54 AM,,"3513 FITZROY AVE, AUSTIN, TX",3513,FITZROY,AUSTIN,78748,TRAVIS,3081857.38586855,10034406.9187707,30.17018991,-97.84816136,"(30.17018991, -97.84816136)",5,672Q,MD14,5
14-00102026,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:57:25 AM,05/28/2014 10:02:55 AM,05/30/2014 09:57:25 AM,05/30/2014 09:57:25 AM,"1122 LINDEN ST, AUSTIN, TX",1122,LINDEN,AUSTIN,78702,TRAVIS,3126557.25,10070906,30.26769541,-97.70402038,"(30.26769541, -97.70402038)",3,586W,ML22,3
14-00103553,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Open,05/30/2014 09:56:00 AM,05/29/2014 10:42:24 PM,05/30/2014 09:56:17 AM,,"14219 ANITA MARIE LN, AUSTIN, TX",14219,ANITA MARIE,AUSTIN,78728,TRAVIS,3131775.58889372,10132738.532996,30.43732194,-97.68282886,"(30.43732194, -97.68282886)",,466C,MM36,
14-00102025,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:54:39 AM,05/28/2014 10:00:41 AM,05/30/2014 09:54:40 AM,05/30/2014 09:54:39 AM,"7511 CARVER AVE, AUSTIN, TX",7511,CARVER,AUSTIN,78752,TRAVIS,3128299.80590809,10095340.7862276,30.33474899,-97.69666772,"(30.33474899, -97.69666772)",4,526X,ML28,4
14-00103748,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/30/2014 09:54:01 AM,05/30/2014 09:54:01 AM,05/30/2014 09:54:01 AM,,"8003 STILLWOOD LN, AUSTIN, TX",8003,STILLWOOD,AUSTIN,78757,TRAVIS,3115943.0886503,10104642.3502268,30.36111687,-97.73513742,"(30.36111687, -97.73513742)",7,525F,MJ30,7
14-00103481,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Open,05/30/2014 09:53:37 AM,05/29/2014 08:21:52 PM,05/30/2014 09:53:56 AM,,"14817 BESCOTT DR, AUSTIN, TX",14817,BESCOTT,AUSTIN,78728,TRAVIS,3134436.98699055,10134576.6507694,30.44219999,-97.67424664,"(30.44219999, -97.67424664)",,436Z,MM37,
14-00103747,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/30/2014 09:53:47 AM,05/30/2014 09:53:47 AM,05/30/2014 09:53:47 AM,,"5601 SUNSHINE DR, AUSTIN, TX",5601,SUNSHINE,AUSTIN,78756,TRAVIS,3118156.7469409,10091995.2206524,30.32620949,-97.72905916,"(30.32620949, -97.72905916)",7,555G,MK27,7
14-00103746,TRASIGMA,Traffic Signal - Maintenance,Transportation,Phone,New,05/30/2014 09:53:18 AM,05/30/2014 09:53:18 AM,05/30/2014 09:53:18 AM,,"9200 S MOPAC EXPY NB, AUSTIN, TX",9200,MOPAC EXPY NB,AUSTIN,78749,TRAVIS,3076073.85927662,10045217.9613684,30.20026226,-97.86569974,"(30.20026226, -97.86569974)",8,642S,MC16,8
14-00102019,CODECOMP,Code Compliance,Code Compliance,Web,Closed,05/30/2014 09:52:35 AM,05/28/2014 09:55:29 AM,05/30/2014 09:52:35 AM,05/30/2014 09:52:35 AM,"2017 GREENBROOK PKWY B, AUSTIN, TX 78723",2017,GREENBROOK,AUSTIN,78723,TRAVIS,3130858.5,10084904,30.30589312,-97.68934558,"(30.30589312, -97.68934558)",4,556T,ML25,4
14-00092508,CONSTRUC,Construction Items- ROW,Transportation,Phone,Closed,05/30/2014 09:52:27 AM,05/15/2014 02:43:00 PM,05/30/2014 09:52:27 AM,05/30/2014 09:52:27 AM,"5611 JOE SAYERS AVE, AUSTIN, TX",5611,JOE SAYERS,AUSTIN,78756,TRAVIS,3116522.69197621,10093044.409164,30.32919862,-97.73415931,"(30.32919862, -97.73415931)",,555B,MJ27,7
14-00101551,CONSTRUC,Construction Items- ROW,Transportation,Phone,Closed,05/30/2014 09:51:59 AM,05/27/2014 03:54:56 PM,05/30/2014 09:51:59 AM,05/30/2014 09:51:59 AM,"5609 JOE SAYERS AVE, AUSTIN, TX",5609,JOE SAYERS,AUSTIN,78756,TRAVIS,3116515.08477906,10093029.7784809,30.32915889,-97.7341845,"(30.32915889, -97.7341845)",7,555B,MJ27,7
14-00103314,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,Closed,05/30/2014 09:51:54 AM,05/29/2014 05:11:37 PM,05/30/2014 09:51:55 AM,05/30/2014 09:51:54 AM,"2903 CROWNSPOINT DR, AUSTIN, TX",2903,CROWNSPOINT,AUSTIN,78748,TRAVIS,3086025.86398996,10039454.9724189,30.18380967,-97.83461494,"(30.18380967, -97.83461494)",5,672H,MD15,5
14-00103745,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/30/2014 09:51:45 AM,05/30/2014 09:51:45 AM,05/30/2014 09:51:45 AM,,"5710 HUDSON ST, AUSTIN, TX",5710,HUDSON,AUSTIN,78721,TRAVIS,3135117.20372643,10072908.4567042,30.27264065,-97.6767617,"(30.27264065, -97.6767617)",1,586V,MM22,1
14-00103451,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Open,05/30/2014 09:50:59 AM,05/29/2014 07:23:07 PM,05/30/2014 09:51:16 AM,,"10308 CYRUS CV, AUSTIN, TX",10308,CYRUS,AUSTIN,78739,TRAVIS,3074276.46551368,10041831.8349995,30.19106363,-97.87162507,"(30.19106363, -97.87162507)",8,672A,MC15,8
14-00103743,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:51:01 AM,05/30/2014 09:48:30 AM,05/30/2014 09:51:02 AM,05/30/2014 09:51:01 AM,"8412 GARCREEK CIR, AUSTIN, TX",8412,GARCREEK,AUSTIN,78724,TRAVIS,3150331.60599714,10081202.8118881,30.29443202,-97.62794062,"(30.29443202, -97.62794062)",1,587D,MP24,1
14-00102008,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:50:31 AM,05/28/2014 09:43:56 AM,05/30/2014 09:50:31 AM,05/30/2014 09:50:31 AM,"1601 FUTURE DR, AUSTIN, TX",1601,FUTURE,AUSTIN,78754,TRAVIS,3134662.37590337,10098789.6730357,30.34381314,-97.67624396,"(30.34381314, -97.67624396)",1,526V,MM28,1
14-00092412,DRVECTRL,Creek & Pond Vegetation Control,Watershed Protection,Phone,Closed,05/30/2014 09:49:51 AM,05/15/2014 12:22:09 PM,05/30/2014 09:49:52 AM,05/30/2014 09:49:51 AM,"6011 LEISURE RUN RD, AUSTIN, TX",6011,LEISURE RUN,AUSTIN,78745,TRAVIS,3101296.81535523,10047205.6922514,30.20416307,-97.78573482,"(30.20416307, -97.78573482)",,644N,MG17,2
14-00103275,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Open,05/30/2014 09:49:20 AM,05/29/2014 04:42:41 PM,05/30/2014 09:49:40 AM,,"6201 BOXCAR RUN, AUSTIN, TX",6201,BOXCAR,AUSTIN,78745,TRAVIS,3097702.46367374,10048179.44024,30.20706558,-97.79703975,"(30.20706558, -97.79703975)",2,643R,MF17,2
14-00098159,DRVECTRL,Creek & Pond Vegetation Control,Watershed Protection,Phone,Closed,05/30/2014 09:48:34 AM,05/22/2014 02:34:15 PM,05/30/2014 09:48:35 AM,05/30/2014 09:48:34 AM,"3306 DENVER AVE, AUSTIN, TX",3306,DENVER,AUSTIN,78723,TRAVIS,3127235.48956279,10077530.8238891,30.28586178,-97.7013761,"(30.28586178, -97.7013761)",1,586E,ML24,1
14-00103733,PRMTPOOL,Park Maintenance - Pool Issues,Parks & Recreation Department,Phone,Closed,05/30/2014 09:48:23 AM,05/30/2014 09:36:04 AM,05/30/2014 09:48:23 AM,05/30/2014 09:48:23 AM,"2006 S 6TH ST, AUSTIN, TX",2006,6TH,AUSTIN,78704,TRAVIS,3107808.83337538,10063140.3802116,30.24755343,-97.7639611,"(30.24755343, -97.7639611)",9,614L,MH20,9
14-00101987,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:48:12 AM,05/28/2014 09:22:34 AM,05/30/2014 09:48:13 AM,05/30/2014 09:48:12 AM,"11609 STAR VIEW TRL, AUSTIN, TX",11609,STAR VIEW,AUSTIN,78750,WILLIAMSON,3089219.41174908,10137246.2886686,30.45243012,-97.81751123,"(30.45243012, -97.81751123)",6,433P,ME38,6
14-00103741,SWSRECYC,ARR Missed Recycling,Austin Resource Recovery,Phone,New,05/30/2014 09:48:01 AM,05/30/2014 09:48:01 AM,05/30/2014 09:48:01 AM,,"5619 BULL CREEK RD, AUSTIN, TX",5619,BULL CREEK,AUSTIN,78756,TRAVIS,3112825.07157411,10094239.4663199,30.33272066,-97.74578827,"(30.33272066, -97.74578827)",7,525W,MJ28,7
14-00103738,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:46:42 AM,05/30/2014 09:42:02 AM,05/30/2014 09:46:43 AM,05/30/2014 09:46:42 AM,"8410 GARCREEK CIR, AUSTIN, TX",8410,GARCREEK,AUSTIN,78724,TRAVIS,3150318.36703128,10081211.6156337,30.2944571,-97.62798188,"(30.2944571, -97.62798188)",1,587D,MP24,1
14-00099086,DRVECTRL,Creek & Pond Vegetation Control,Watershed Protection,Phone,Closed,05/30/2014 09:46:38 AM,05/23/2014 04:03:27 PM,05/30/2014 09:46:39 AM,05/30/2014 09:46:38 AM,"5109 PROVENCIAL DR, AUSTIN, TX",5109,PROVENCIAL,AUSTIN,78724,TRAVIS,3139664.16369357,10077935.4838313,30.28615959,-97.66197955,"(30.28615959, -97.66197955)",1,587E,MN24,1
14-00102903,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,Closed,05/30/2014 09:46:27 AM,05/29/2014 10:29:24 AM,05/30/2014 09:46:28 AM,05/30/2014 09:46:27 AM,"9201 BRODIE LN, AUSTIN, TX",9201,BRODIE,AUSTIN,78748,TRAVIS,3082860.80580819,10042275.6270347,30.1917584,-97.84442981,"(30.1917584, -97.84442981)",5,642Y,MD16,5
14-00101969,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:46:22 AM,05/28/2014 09:01:07 AM,05/30/2014 09:46:24 AM,05/30/2014 09:46:22 AM,"1401 SAHARA AVE, AUSTIN, TX",1401,SAHARA,AUSTIN,78745,TRAVIS,3098741.27276657,10048709.5686498,30.20845767,-97.79371378,"(30.20845767, -97.79371378)",2,643R,MF17,2
14-00103389,SCHOOLZ2,School Zone Flasher - Timing/Maintenance,Transportation,Phone,Work In Progress,05/30/2014 09:46:15 AM,05/29/2014 06:11:36 PM,05/30/2014 09:46:16 AM,,"NORTH HILLS DR & MESA DR, AUSTIN, TX",,NORTH HILLS DR & MESA DR,AUSTIN,78731,TRAVIS,3105902.25,10103569,30.3588072,-97.76704413,"(30.3588072, -97.76704413)",10,524G,MH30,10
14-00101899,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:44:53 AM,05/28/2014 07:28:41 AM,05/30/2014 09:44:54 AM,05/30/2014 09:44:53 AM,"8307 WEXFORD DR, AUSTIN, TX",8307,WEXFORD,AUSTIN,78759,TRAVIS,3101068.25,10129071,30.42921492,-97.78051158,"(30.42921492, -97.78051158)",10,464F,MG36,10
14-00101799,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:41:26 AM,05/27/2014 08:46:23 PM,05/30/2014 09:41:26 AM,05/30/2014 09:41:26 AM,"1600 RUTLAND DR, AUSTIN, TX",1600,RUTLAND,AUSTIN,78758,TRAVIS,3123061.65529198,10109008.9637599,30.3726609,-97.71224651,"(30.3726609, -97.71224651)",4,495Z,MK31,4
14-00103736,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:40:22 AM,05/30/2014 09:37:57 AM,05/30/2014 09:40:23 AM,05/30/2014 09:40:22 AM,"8408 GARCREEK CIR C, AUSTIN, TX",8408,GARCREEK,AUSTIN,78724,TRAVIS,3150305.12806542,10081220.4193792,30.29448219,-97.62802313,"(30.29448219, -97.62802313)",1,587D,MP24,1
14-00100818,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,05/30/2014 10:37:57 AM,05/26/2014 03:38:16 PM,05/30/2014 09:40:03 AM,05/30/2014 10:37:57 AM,"N IH 35 SVRD NB &E 38TH HALF ST, AUSTIN, TX",,N IH 35 SVRD NB &E 38TH HALF ST,AUSTIN,78722,TRAVIS,3121476.25,10080631,30.29475699,-97.71938697,"(30.29475699, -97.71938697)",9,585C,MK24,9
14-00103642,PRTRROWM,Tree Issue ROW/Maintenance (PARD),Parks & Recreation Department,Phone,Closed,05/30/2014 09:39:57 AM,05/30/2014 07:48:22 AM,05/30/2014 09:39:57 AM,05/30/2014 09:39:57 AM,"7511 CARVER AVE, AUSTIN, TX",7511,CARVER,AUSTIN,78752,TRAVIS,3128299.80590809,10095340.7862276,30.33474899,-97.69666772,"(30.33474899, -97.69666772)",4,526X,ML28,4
14-00103399,TRAFFI10,Traffic Signal - Dig Tess Request,Transportation,Phone,Closed,05/30/2014 09:37:48 AM,05/29/2014 06:19:04 PM,05/30/2014 09:37:49 AM,05/30/2014 09:37:48 AM,"1815 W 39TH ST, AUSTIN, TX",1815,39TH,AUSTIN,78731,TRAVIS,3110852.25896839,10086666.3810602,30.31202933,-97.75259684,"(30.31202933, -97.75259684)",10,554R,MH26,10
14-00101795,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:37:47 AM,05/27/2014 08:43:35 PM,05/30/2014 09:37:48 AM,05/30/2014 09:37:47 AM,"8901 LAUREL GROVE DR, AUSTIN, TX",8901,LAUREL GROVE,AUSTIN,78758,TRAVIS,3124897.43235379,10104818.2870011,30.36102235,-97.70674045,"(30.36102235, -97.70674045)",4,526E,ML30,4
14-00103619,TRAFFI10,Traffic Signal - Dig Tess Request,Transportation,Phone,Closed,05/30/2014 09:37:18 AM,05/30/2014 07:13:37 AM,05/30/2014 09:37:19 AM,05/30/2014 09:37:18 AM,"9711 COTTLE DR, AUSTIN, TX",9711,COTTLE,AUSTIN,78753,TRAVIS,3133393.30029725,10103991.1562212,30.35819437,-97.67987269,"(30.35819437, -97.67987269)",4,526G,MM30,4
